source_vertex_id,target_vertex_id,distance
0,3633,0.048720
1,1,0.048659
2,2,0.052170
3,3,0.043417
4,3634,0.055813
5,5,0.055806
6,6,0.062931
7,3635,0.087499
8,8,0.084437
9,9,0.086907
10,10,0.091536
11,3636,0.092021
12,12,0.093743
13,13,0.096516
14,14,0.098730
15,3637,0.096890
16,3638,0.035772
17,17,0.037600
18,18,0.029325
19,3639,0.101924
20,20,0.101477
21,3640,0.023731
22,22,0.023741
23,23,0.017633
24,3641,0.111174
25,3642,0.106675
26,26,0.108736
27,3643,0.014686
28,28,0.012827
29,3644,0.009074
30,3645,0.007060
31,31,0.006351
32,3646,0.006893
33,3647,0.115277
34,34,0.112670
35,3648,0.119162
36,36,0.116777
37,37,0.025884
38,3649,0.031155
39,39,0.029137
40,3650,0.020300
41,41,0.020446
42,3651,0.268461
43,43,0.268652
44,3652,0.271871
45,3653,0.261740
46,46,0.254279
47,47,0.257698
48,3654,0.215745
49,49,0.214888
50,3655,0.219937
51,3656,0.210929
52,3657,0.123167
53,53,0.120837
54,3924,1.372862
55,4022,0.397195
56,4021,1.074163
57,3893,0.848323
58,3891,0.899216
59,3926,0.766568
60,3661,1.006196
61,3659,1.085178
62,3662,0.652047
63,63,0.804360
64,3663,0.443969
65,65,0.543961
66,3664,0.275344
67,67,0.340560
68,68,0.045426
69,69,0.041508
70,3665,0.047734
71,3666,0.035994
72,72,0.036365
73,3667,0.039304
74,74,0.013188
75,3668,0.049547
76,3669,0.121558
77,77,0.140993
78,78,0.273775
79,3670,0.249971
80,80,0.249007
81,3671,0.243130
82,3672,0.237996
83,83,0.237896
84,3673,0.233025
85,3674,0.223016
86,86,0.222956
87,3675,0.227200
88,88,0.229275
89,3676,0.205678
90,90,0.204237
91,91,0.197444
92,3677,0.127635
93,93,0.125236
94,4127,0.629000
95,4021,0.796250
96,4127,0.856674
97,3925,0.445725
98,4024,0.555163
99,3680,0.059029
100,100,0.058022
101,3681,0.055574
102,102,0.064386
103,3682,0.052472
104,104,0.052914
105,3683,0.183754
106,106,0.187083
107,3684,0.189386
108,3685,0.179381
109,109,0.181115
110,110,0.177281
111,111,0.130660
112,3686,0.132580
113,4247,1.125844
114,4131,0.507979
115,4248,1.105676
116,4248,0.921172
117,4130,1.261556
118,4249,0.472851
119,4134,0.343283
120,3690,0.557460
121,4133,0.654987
122,3692,0.170847
123,123,0.173618
124,3693,0.163188
125,125,0.166335
126,4377,0.835858
127,4253,0.840492
128,4376,0.822035
129,4505,1.384989
130,4378,1.247058
131,4257,0.910066
132,4133,0.828270
133,4386,0.926476
134,3698,0.158225
135,135,0.159895
136,3699,0.151200
137,3700,0.145390
138,138,0.147558
139,139,0.139264
140,4509,0.767853
141,4508,0.929317
142,4510,0.998879
143,4628,0.972198
144,4629,1.010977
145,4522,0.771316
146,4385,0.285641
147,4521,0.439585
148,4752,0.886789
149,4630,0.950073
150,4753,1.054890
151,4754,0.616230
152,4756,0.583017
153,4640,1.136888
154,4640,1.108663
155,4762,1.062061
156,4641,1.187071
157,4643,1.047165
