source_vertex_id,target_vertex_id,distance
0,3633,0.047637
1,1,0.046898
2,2,0.051301
3,3,0.040482
4,3634,0.056253
5,5,0.055853
6,6,0.065096
7,3635,0.100412
8,8,0.095826
9,9,0.099520
10,10,0.106532
11,3636,0.107211
12,12,0.110023
13,13,0.114084
14,14,0.117611
15,3637,0.114610
16,3638,0.032420
17,17,0.033351
18,18,0.023276
19,3639,0.122253
20,20,0.121662
21,3640,0.018385
22,22,0.016428
23,23,0.009056
24,3641,0.136563
25,3642,0.129556
26,26,0.133024
27,3643,0.031492
28,28,0.027346
29,3644,0.023867
30,3645,0.019907
31,31,0.015389
32,3646,0.010729
33,3647,0.143137
34,34,0.139273
35,3648,0.149453
36,36,0.145903
37,37,0.045311
38,3649,0.053160
39,39,0.049675
40,3650,0.039731
41,41,0.037953
42,3651,0.327153
43,43,0.327489
44,3652,0.331969
45,3653,0.319469
46,46,0.311739
47,47,0.315333
48,3654,0.263072
49,49,0.261971
50,3655,0.268328
51,3656,0.257061
52,3657,0.155857
53,53,0.152443
54,3658,1.117438
55,3924,0.562639
56,3923,0.910814
57,3659,0.436168
58,58,0.604700
59,3660,0.660440
60,3661,0.249120
61,61,0.388178
62,3662,0.086523
63,63,0.179116
64,3663,0.013146
65,65,0.053414
66,3664,0.086450
67,67,0.045156
68,68,0.071473
69,69,0.066247
70,3665,0.075063
71,3666,0.060274
72,72,0.059363
73,3667,0.223874
74,74,0.202620
75,3668,0.188017
76,3669,0.179292
77,77,0.139091
78,78,0.334824
79,3670,0.306854
80,80,0.305969
81,3671,0.299030
82,3672,0.292510
83,83,0.292474
84,3673,0.285887
85,3674,0.272395
86,86,0.272140
87,3675,0.277816
88,88,0.280683
89,3676,0.250616
90,90,0.248977
91,91,0.241120
92,3677,0.162698
93,93,0.159296
94,4023,1.231993
95,3923,0.648055
96,4023,0.211681
97,3679,0.510109
98,3679,0.898936
99,3680,0.090601
100,100,0.088256
101,3681,0.085428
102,102,0.096742
103,3682,0.081960
104,104,0.081453
105,3683,0.227428
106,106,0.230676
107,3684,0.232736
108,3685,0.223095
109,109,0.225114
110,110,0.221564
111,111,0.167285
112,3686,0.169941
113,4128,0.493431
114,3687,0.230380
115,4129,0.199806
116,4130,0.584913
117,3689,0.622592
118,4132,0.537891
119,3690,0.888349
120,120,1.160704
121,3696,1.128876
122,3692,0.215250
123,123,0.218040
124,3693,0.207248
125,125,0.210609
126,4250,0.571615
127,3694,0.811565
128,3695,1.128808
129,4252,0.232258
130,4254,0.295709
131,4133,0.816797
132,3696,0.838883
133,4255,0.892476
134,3698,0.201582
135,135,0.203661
136,3699,0.193738
137,3700,0.186465
138,138,0.189404
139,139,0.178996
140,4379,0.576789
141,4380,0.448150
142,4380,0.783890
143,4382,0.367604
144,4383,0.773890
145,4385,0.951310
146,3703,0.235691
147,4384,0.274550
148,4512,0.526941
149,4512,0.740298
150,4513,0.747716
151,4514,0.644200
152,4514,1.165448
153,4518,0.231568
154,3707,0.612605
155,4517,0.479544
156,4519,0.183046
157,4520,0.458568
158,3710,0.427315
159,159,0.125140
160,3711,0.010085
161,161,0.004483
162,4516,0.648941
163,4637,0.719041
164,4634,0.697614
165,3714,0.927537
166,4635,0.142438
167,167,0.128372
168,168,0.007965
169,169,0.234953
170,170,0.172319
171,171,0.197481
172,4636,0.494208
173,4517,0.497010
174,3715,0.056534
175,175,0.074545
176,3716,0.068796
177,3717,0.064688
178,178,0.078876
179,3718,0.078223
180,3719,0.075808
181,3720,0.073389
182,3722,0.084868
183,3721,0.083859
184,3723,0.082500
185,185,0.086696
186,3725,0.090516
187,3724,0.089846
188,3726,0.092732
189,3727,0.099112
190,3728,0.105507
191,3729,0.041687
192,3730,0.050743
193,3731,0.065436
194,3732,0.059496
195,3733,0.073717
196,3734,0.081677
197,3735,0.089695
198,3736,0.098384
199,3737,0.098368
200,3738,0.105589
201,3740,0.113758
202,3739,0.113395
203,3741,0.120929
204,3742,0.027761
205,3743,0.037145
206,3744,0.046593
207,3745,0.054183
208,3746,0.067344
209,3747,0.062573
210,3749,0.081259
211,3748,0.087289
212,3750,0.075183
213,3752,0.088508
214,3751,0.095267
215,3754,0.096949
216,3753,0.103289
217,3755,0.106181
218,3756,0.107109
219,3757,0.113737
220,3758,0.127419
221,3759,0.126564
222,3760,0.119246
223,3761,0.119152
224,3762,0.121459
225,3763,0.124801
226,3764,0.016144
227,3765,0.025157
228,3766,0.034434
229,3767,0.043896
230,3768,0.051382
231,3769,0.058723
232,3770,0.069103
233,3771,0.065454
234,3772,0.089243
235,3773,0.082500
236,3774,0.077795
237,3775,0.096567
238,3776,0.104412
239,3777,0.112650
240,3778,0.115152
241,3779,0.115596
242,3780,0.122333
243,3781,0.134385
244,3782,0.132658
245,3783,0.132294
246,3784,0.125192
247,3785,0.129908
248,3786,0.133002
249,249,0.022948
250,3787,0.013781
251,3788,0.019708
252,3789,0.018934
253,3790,0.025636
254,3791,0.033872
255,3792,0.042779
256,3793,0.049302
257,3794,0.056785
258,3795,0.063475
259,3796,0.073107
260,3797,0.070419
261,3798,0.097997
262,3799,0.090767
263,3800,0.083630
264,3801,0.105721
265,3802,0.080065
266,3803,0.113171
267,3804,0.120679
268,3805,0.123447
269,3806,0.122261
270,3807,0.128571
271,3808,0.130993
272,3809,0.140979
273,3810,0.139071
274,3811,0.147290
275,3812,0.145678
276,3813,0.139462
277,3814,0.140281
278,3816,0.131327
279,3815,0.138251
280,3817,0.138747
281,3818,0.141127
282,3819,0.029456
283,3820,0.035325
284,3821,0.028804
285,3822,0.027806
286,3823,0.024032
287,3824,0.029711
288,3825,0.029281
289,3826,0.035660
290,3827,0.043510
291,3828,0.048983
292,3829,0.056145
293,3830,0.056055
294,3831,0.050114
295,3832,0.063936
296,3833,0.068894
297,3834,0.077564
298,3835,0.076133
299,3836,0.076448
300,3837,0.098343
301,3838,0.090124
302,3839,0.087129
303,3840,0.106894
304,3841,0.083711
305,3842,0.114556
306,3843,0.122060
307,3844,0.129546
308,3845,0.132288
309,3846,0.137417
310,3847,0.139932
311,311,0.319356
312,312,0.256428
313,3848,0.153520
314,3849,0.152363
315,3850,0.146892
316,3851,0.152112
317,3852,0.147792
318,3853,0.148525
319,3854,0.146109
320,3855,0.147513
321,3857,0.147434
322,3856,0.153749
323,323,0.287521
324,324,0.114962
325,3858,0.049997
326,3859,0.055317
327,3860,0.048383
328,3861,0.043912
329,3862,0.035156
330,3863,0.041473
331,3864,0.036253
332,3865,0.036958
333,3866,0.034395
334,3867,0.039913
335,3868,0.038560
336,3869,0.044780
337,3870,0.045358
338,3871,0.051046
339,3872,0.058046
340,3873,0.063726
341,3874,0.066000
342,3875,0.069700
343,3876,0.075649
344,3877,0.081903
345,3878,0.081675
346,3879,0.107840
347,3880,0.099870
348,3881,0.094635
349,3882,0.115709
350,3883,0.091596
351,3884,0.123350
352,3885,0.089271
353,3886,0.130806
354,3887,0.138409
355,3888,0.140313
356,3889,0.146003
357,3890,0.148921
358,3891,0.374351
359,3892,0.177931
360,3893,0.240908
361,361,0.180259
362,3894,0.335603
363,3895,0.332626
364,3896,0.228077
365,3897,0.259871
366,3899,0.319121
367,3898,0.315488
368,3900,0.327791
369,369,0.298888
370,3901,0.312136
371,3902,0.314392
372,372,0.285795
373,3903,0.281593
374,3904,0.278558
375,3906,0.249019
376,3905,0.243818
377,3907,0.256488
378,3908,0.268431
379,3909,0.264661
380,3910,0.234294
381,3911,0.243142
382,3912,0.234642
383,3913,0.160069
384,3914,0.158624
385,3915,0.159121
386,3916,0.153803
387,3917,0.160285
388,3918,0.155392
389,3919,0.157110
390,3920,0.155124
391,3921,0.156634
392,3922,0.162531
393,3924,1.279834
394,4021,0.673867
395,3925,0.596753
396,3926,0.320607
397,3928,0.053401
398,3927,0.074920
399,3929,0.179240
400,3930,0.083222
401,3931,0.051512
402,3932,0.057875
403,3933,0.028014
404,3934,0.123171
405,3935,0.102579
406,3936,0.173933
407,3937,0.200747
408,3938,0.069402
409,3939,0.076288
410,3940,0.066312
411,3941,0.071001
412,3942,0.062801
413,3943,0.053210
414,3944,0.059451
415,3945,0.052129
416,3946,0.049887
417,3947,0.042590
418,3948,0.049086
419,3949,0.044971
420,3950,0.046005
421,3951,0.050209
422,3952,0.055267
423,3953,0.061274
424,3954,0.068025
425,3955,0.070650
426,3956,0.073184
427,3957,0.074529
428,3958,0.077059
429,3959,0.082194
430,3960,0.084370
431,3961,0.088294
432,3962,0.088080
433,3963,0.108956
434,3964,0.103284
435,3965,0.098326
436,3966,0.116775
437,3967,0.096867
438,3968,0.096522
439,3969,0.124585
440,3970,0.095804
441,3971,0.132197
442,3972,0.139051
443,3973,0.147327
