source_vertex_id,target_vertex_id,distance
0,3633,0.040563
1,1,0.040217
2,2,0.042577
3,3,0.036651
4,3634,0.045282
5,5,0.045020
6,6,0.049724
7,3635,0.065184
8,8,0.063166
9,9,0.064665
10,10,0.067448
11,3636,0.067942
12,12,0.068736
13,13,0.070439
14,14,0.071724
15,3637,0.070832
16,3638,0.031811
17,17,0.032692
18,18,0.027027
19,3639,0.073840
20,20,0.073404
21,3640,0.023579
22,22,0.023199
23,23,0.018969
24,3641,0.079307
25,3642,0.076655
26,26,0.077665
27,3643,0.005168
28,28,0.004416
29,3644,0.005441
30,3645,0.009477
31,31,0.007618
32,3646,0.011750
33,3647,0.081667
34,34,0.079950
35,3648,0.083877
36,36,0.082306
37,37,0.010185
38,3649,0.013653
39,39,0.012184
40,3650,0.008489
41,41,0.007049
42,3651,0.186306
43,43,0.186298
44,3652,0.188382
45,3653,0.181552
46,46,0.176070
47,47,0.178544
48,3654,0.150509
49,49,0.149806
50,3655,0.153233
51,3656,0.147205
52,3657,0.086182
53,53,0.084638
54,4369,1.724979
55,4367,1.677147
56,4244,1.447946
57,3892,0.719471
58,3926,1.012903
59,3929,0.709994
60,3928,0.211436
61,3893,0.472958
62,3932,0.899513
63,3927,0.472029
64,3933,1.183239
65,3933,0.931648
66,3935,0.919229
67,3664,0.743276
68,68,0.022537
69,69,0.020020
70,3665,0.024117
71,3666,0.017070
72,72,0.016737
73,3667,0.293889
74,74,0.366455
75,3668,0.469977
76,3669,0.653684
77,77,0.656424
78,78,0.189483
79,3670,0.173161
80,80,0.172316
81,3671,0.168317
82,3672,0.164966
83,83,0.164764
84,3673,0.161683
85,3674,0.155306
86,86,0.155192
87,3675,0.157985
88,88,0.159255
89,3676,0.143709
90,90,0.142581
91,91,0.137858
92,3677,0.088831
93,93,0.087227
94,4500,1.626553
95,4370,1.395807
96,4500,1.918985
97,4025,0.457990
98,4135,1.103555
99,3680,0.031534
100,100,0.030663
101,3681,0.029150
102,102,0.034775
103,3682,0.027355
104,104,0.027363
105,3683,0.127833
106,106,0.130245
107,3684,0.132062
108,3685,0.124656
109,109,0.125740
110,110,0.122839
111,111,0.090539
112,3686,0.091817
113,4620,2.384127
114,4373,1.961267
115,4502,2.135133
116,4619,2.565261
117,4501,1.996941
118,4621,2.008578
119,4258,1.567486
120,4135,1.065195
121,4388,1.366358
122,3692,0.118109
123,123,0.120103
124,3693,0.112559
125,125,0.114778
126,4867,2.641084
127,4623,1.997253
128,4623,2.101213
129,4868,2.713254
130,4748,2.186760
131,4388,1.766331
132,4257,1.452633
133,4524,1.595176
134,3698,0.109180
135,135,0.110169
136,3699,0.104148
137,3700,0.100355
138,138,0.101594
139,139,0.096049
140,4870,2.760089
141,4870,2.492514
142,4872,2.352244
143,4983,2.921016
144,4872,2.572564
145,4646,2.258460
146,4523,1.716723
147,4765,2.461298
148,5094,3.245004
149,4984,2.511115
150,4986,2.623385
151,5096,3.328596
152,5095,2.819597
153,4884,3.576648
154,4883,2.742904
155,4884,3.319547
156,4883,2.758200
157,4883,3.332525
158,4764,2.209412
159,159,0.074661
160,3711,0.016442
161,161,0.015640
162,4990,2.856804
163,4990,3.464242
164,5095,3.560796
165,5098,2.922495
166,5200,3.982654
167,167,0.075995
168,168,0.011338
169,169,0.133573
170,170,0.092801
171,171,0.106303
172,4990,2.927952
173,4884,3.003453
174,3715,0.045579
175,175,0.054251
176,3716,0.051888
177,3717,0.049965
178,178,0.056209
179,3718,0.056414
180,3719,0.055673
181,3720,0.054817
182,3722,0.059218
183,3721,0.059273
184,3723,0.059303
185,185,0.059521
186,3725,0.061832
187,3724,0.062384
188,3726,0.062274
189,3727,0.065331
190,3728,0.067870
191,3729,0.036983
192,3730,0.042215
193,3731,0.050785
194,3732,0.047432
195,3733,0.055813
196,3734,0.059617
197,3735,0.063304
198,3736,0.065996
199,3737,0.067254
200,3738,0.068980
201,3740,0.071310
202,3739,0.072179
203,3741,0.074056
204,3742,0.028516
205,3743,0.033724
206,3744,0.039225
207,3745,0.043983
208,3746,0.052300
209,3747,0.049318
210,3749,0.060395
211,3748,0.063570
212,3750,0.057346
213,3752,0.063457
214,3751,0.067192
215,3754,0.067324
216,3753,0.070973
217,3755,0.070430
218,3756,0.072313
219,3757,0.073557
220,3758,0.076342
221,3759,0.076631
222,3760,0.074036
223,3761,0.074541
224,3762,0.076708
225,3763,0.076810
226,3764,0.020216
227,3765,0.025474
228,3766,0.030905
229,3767,0.036583
230,3768,0.041741
231,3769,0.046377
232,3770,0.053619
233,3771,0.050830
234,3772,0.065835
235,3773,0.062055
236,3774,0.059552
237,3775,0.069189
238,3776,0.072699
239,3777,0.076161
240,3778,0.075473
241,3779,0.076915
242,3780,0.078553
243,3781,0.078947
244,3782,0.078902
245,3783,0.079793
246,3784,0.077935
247,3785,0.081512
248,3786,0.081438
249,249,0.004930
250,3787,0.014812
251,3788,0.014652
252,3789,0.018362
253,3790,0.023099
254,3791,0.028625
255,3792,0.034349
256,3793,0.039283
257,3794,0.044082
258,3795,0.048593
259,3796,0.056337
260,3797,0.053846
261,3798,0.071225
262,3799,0.067722
263,3800,0.063581
264,3801,0.074660
265,3802,0.061256
266,3803,0.077746
267,3804,0.080692
268,3805,0.080409
269,3806,0.080693
270,3807,0.084255
271,3808,0.083403
272,3809,0.081313
273,3810,0.081128
274,3811,0.083505
275,3812,0.083516
276,3813,0.082550
277,3814,0.084273
278,3816,0.081385
279,3815,0.085086
280,3817,0.086693
281,3818,0.085738
282,3819,0.006838
283,3820,0.009434
284,3821,0.009819
285,3822,0.014101
